Name ,Location source,WRSE-Ref,Zone generic,Company,WRZ,Earliest Start Year,Year Activated,End year,Asset life,Zonal cost,Baseline SDB,Opt SDB,New  supply,Net transfer,Demand reduction,DO,Demand flow,Demand + THR flow,DI,THR,Loss,Financial cost,Financial cost spent,Financial vopex,Financial vopex spent,EnvSoc cost,EnvSoc cost spent,EnvSoc vopex,EnvSoc vopex spent,OneOff cost,OneOff cost spent,Carbon const,Carbon capital cost spent,Carbon fopex,Carbon fopex cost spent,Carbon vopex,Carbon vopex cost spent,Transfer type,OneOff carbon,OneOff carbon cost spent,Ratchet,ExDO VOPEX (p/m3),Percentage of ExDO VOPEX (calc),Percentage of ExDO VOPEX (round upto 5%)
LEA278_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA279_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA280_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA281_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA282_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA3010_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA3011_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA3012_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA3013_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA3014_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA3015_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA3016_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA3017_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA3018_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA3019_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA3020_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA3021_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA3022_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA3023_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA3024_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA3025_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA3026_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA3027_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA3028_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA3029_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA3030_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA3031_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA3032_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
LEA3033_ph2b, (Accuracy; < 10m),(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,,,,,,,,(Source; WRMP),(Source; GAMS model),(Source; GAMS model),(Source; WRMP),(Source; WRMP),(Source; WRMP),(Description; Potential annuity for financial capex and fopex),(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Description; Realised annuity for environmental and social capex and fopex),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; GAMS model),(Source; Water companies),(Source; Water companies),(Source; Water companies),(Source; Water companies)
